song,song_type,film_name,year,language,lyricist,composer,singer
Hum kho gayee,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Lata Mangeshkar
Humko kisne dekhaa hai,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Amit Kumar
Moina o moina,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Asha Bhonsle & Chorus
Beet jaat barkhaa ruut,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Antara Chowdhury
Maane naa maane naa bandhan,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Arundhoti & Shivaji
O re sun mere maajhi,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Arundhoti & Shivaji
Aaj par sakhi,Nonfilm song,,1982,Hindi,Yogesh,Salil Chowdhury,Haimanti Shukla
Hum kho gayee,Nonfilm song,,1980,Hindi,Yogesh,Salil Chowdhury,Lata Mangeshkar
Zindagi juaa hai,Nonfilm song,,1980,Hindi,Yogesh,Salil Chowdhury,Kishore Kumar
Humko jisne dekha hai,Nonfilm song,,1980,Hindi,Yogesh,Salil Chowdhury,Amit Kumar
Moina o moina,Nonfilm song,,1980,Hindi,Yogesh,Salil Chowdhury,Asha Bhonsle & Chorus
Gaa man mere gaa ,Nonfilm song,,1980,Malayalam,O.N.V.Kurup,Salil Chowdhury,Yesudas
Oru poovuthadi manna,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,K.S.Chitra
Yaathrayay,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,Unni Mennon
Malarchundiel,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,K.S.Chitra
O neelanadhi,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,Unni Mennon
O neelanadhi ,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,K.S.Chitra
E thanindiya,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,K.S.Chitra & Unni Menon
Vaanampaadineevava,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,Unni Mennon
Vinnilprakkal,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,Unni Mennon
Pravathamayi,Nonfilm song,,1991,Malayalam,O.N.V.Kurup,Salil Chowdhury,Unni Mennon & Chorus
,,,, ,,,
,TV SERIALS AND DOCUMENTARIES,,, ,,,
,,,, ,,,
Megha ghane gaharaaye,TV Serial,Charitraheen,1985,Hindi,Yogesh,Salil Chowdhury,Manas Chakraborty
Panthi hun main,TV Serial,Charitraheen,1995,Hindi,Yogesh,Salil Chowdhury,Swapan Basu
Ek ajeeb udaasi hai,TV Serial,Vijaya,1995,Hindi,Yogesh,Salil Chowdhury,Sayantoni Majumdar
Tiria janam naahi re,TV Serial,Durga,1989,Hindi,Yogesh,Salil Chowdhury,Antara Chowdhury
Rishton mein daraar aayi,TV Serial,Daraar,1990,Hindi,Naqsh Lalpuri,Salil Chowdhury,Jagjeet
Title music,TV Serial,Darpan,1885,Hindi,Not applicable,Salil Chowdhury,Not applicable
Yug badal gaye magar,TV Serial,Kurukshetra,1995,Hindi,Yogesh,Salil Chowdhury,Suresh Wadekar & Antara Chowdhury
Title music,TV Serial,Alag,1989,Hindi,Not applicable,Salil Chowdhury,Not applicable
Sheetal manjul komal,TV Serial,Charitraheen,1990,Hindi,Yogesh,Salil Chowdhury,Saikat Mitra & Antara Chowdhury
Piya sang lage naina,TV Serial,Charitraheen,1990,Hindi,Yogesh,Salil Chowdhury,Haimanti Shukla
